instant_x,dteday,season,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,dteday_numeric,instant_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,94.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.16,0.197,0.74,0.0896,0.0,6.0,6.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,95.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.16,0.197,0.74,0.0896,0.0,2.0,2.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,96.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.24,0.2273,0.48,0.2239,0.0,2.0,2.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,97.0,0.0,1.0,5.0,0.0,3.0,1.0,1.0,0.22,0.2273,0.47,0.1642,0.0,3.0,3.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,98.0,0.0,1.0,6.0,0.0,3.0,1.0,1.0,0.2,0.197,0.47,0.2239,0.0,33.0,33.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,99.0,0.0,1.0,7.0,0.0,3.0,1.0,1.0,0.18,0.1818,0.43,0.194,1.0,87.0,88.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,100.0,0.0,1.0,8.0,0.0,3.0,1.0,1.0,0.2,0.1818,0.4,0.2985,3.0,192.0,195.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,101.0,0.0,1.0,9.0,0.0,3.0,1.0,1.0,0.22,0.197,0.37,0.3284,6.0,109.0,115.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,102.0,0.0,1.0,10.0,0.0,3.0,1.0,1.0,0.22,0.197,0.37,0.3284,4.0,53.0,57.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,103.0,0.0,1.0,11.0,0.0,3.0,1.0,1.0,0.26,0.2273,0.33,0.3284,12.0,34.0,46.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,104.0,0.0,1.0,12.0,0.0,3.0,1.0,1.0,0.26,0.2273,0.33,0.3284,5.0,74.0,79.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,105.0,0.0,1.0,13.0,0.0,3.0,1.0,1.0,0.28,0.2576,0.3,0.2985,6.0,65.0,71.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,106.0,0.0,1.0,14.0,0.0,3.0,1.0,1.0,0.3,0.2879,0.28,0.194,10.0,52.0,62.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,107.0,0.0,1.0,15.0,0.0,3.0,1.0,1.0,0.3,0.2879,0.28,0.194,7.0,55.0,62.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,108.0,0.0,1.0,16.0,0.0,3.0,1.0,1.0,0.3,0.3182,0.28,0.0896,4.0,85.0,89.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,109.0,0.0,1.0,17.0,0.0,3.0,1.0,1.0,0.24,0.2273,0.38,0.194,4.0,186.0,190.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,110.0,0.0,1.0,18.0,0.0,3.0,1.0,1.0,0.24,0.2424,0.38,0.1343,3.0,166.0,169.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,111.0,0.0,1.0,19.0,0.0,3.0,1.0,1.0,0.24,0.2576,0.38,0.1045,5.0,127.0,132.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,112.0,0.0,1.0,20.0,0.0,3.0,1.0,1.0,0.22,0.2273,0.47,0.1642,7.0,82.0,89.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,113.0,0.0,1.0,21.0,0.0,3.0,1.0,1.0,0.2,0.197,0.51,0.194,3.0,40.0,43.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,114.0,0.0,1.0,22.0,0.0,3.0,1.0,1.0,0.18,0.197,0.55,0.1343,1.0,41.0,42.0
5,2011-01-05,1,0,5,0,4,0,2,0.5,0.5,0.6,0.1,200,800,1000,4,115.0,0.0,1.0,23.0,0.0,3.0,1.0,1.0,0.2,0.2576,0.47,0.0,1.0,18.0,19.0
6,2011-01-06,2,1,6,1,5,1,3,0.5,0.5,0.6,0.1,200,800,1000,5,,,,,,,,,,,,,,,
7,2011-01-07,3,0,7,0,6,0,1,0.5,0.5,0.6,0.1,200,800,1000,6,,,,,,,,,,,,,,,
8,2011-01-08,4,1,8,1,0,1,2,0.5,0.5,0.6,0.1,200,800,1000,7,,,,,,,,,,,,,,,
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,186.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0758,0.42,0.3881,1.0,24.0,25.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,187.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0606,0.42,0.4627,0.0,12.0,12.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,188.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.1,0.0606,0.46,0.4627,0.0,11.0,11.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,189.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.1,0.0758,0.46,0.4179,0.0,4.0,4.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,190.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.08,0.0909,0.53,0.194,0.0,1.0,1.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,191.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.08,0.0909,0.53,0.194,0.0,1.0,1.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,192.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.1,0.0909,0.49,0.2836,0.0,1.0,1.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,193.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.08,0.0909,0.53,0.194,1.0,5.0,6.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,194.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.1,0.0909,0.49,0.2836,0.0,10.0,10.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,195.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.12,0.0758,0.46,0.5224,0.0,19.0,19.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,196.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.14,0.1061,0.43,0.3881,0.0,49.0,49.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,197.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.16,0.1212,0.4,0.5224,2.0,47.0,49.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,198.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.18,0.1364,0.37,0.4478,4.0,79.0,83.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,199.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.2,0.1667,0.34,0.4478,6.0,69.0,75.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,200.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,0.22,0.1818,0.32,0.4627,8.0,64.0,72.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,201.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.22,0.197,0.35,0.3582,5.0,77.0,82.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,202.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.2,0.1667,0.34,0.4478,13.0,79.0,92.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,203.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,0.18,0.1515,0.37,0.3881,3.0,59.0,62.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,204.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,0.16,0.1364,0.4,0.3284,4.0,44.0,48.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,205.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.16,0.1364,0.43,0.3284,1.0,40.0,41.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,206.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,0.14,0.1212,0.46,0.2537,0.0,38.0,38.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,207.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,0.14,0.1061,0.46,0.4179,1.0,19.0,20.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,208.0,0.0,1.0,22.0,0.0,0.0,0.0,1.0,0.14,0.1212,0.46,0.2985,5.0,10.0,15.0
9,2011-01-09,1,0,9,0,1,0,3,0.5,0.5,0.6,0.1,200,800,1000,8,209.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,0.12,0.1364,0.5,0.194,0.0,6.0,6.0
10,2011-01-10,2,1,10,1,2,1,1,0.5,0.5,0.6,0.1,200,800,1000,9,,,,,,,,,,,,,,,
11,2011-01-11,3,0,11,0,3,0,2,0.5,0.5,0.6,0.1,200,800,1000,10,,,,,,,,,,,,,,,
12,2011-01-12,4,1,12,1,4,1,3,0.5,0.5,0.6,0.1,200,800,1000,11,,,,,,,,,,,,,,,
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,278.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.59,0.2836,1.0,6.0,7.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,279.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.2836,0.0,2.0,2.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,280.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.3582,0.0,2.0,2.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,281.0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.3284,0.0,3.0,3.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,282.0,0.0,1.0,4.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.2537,0.0,4.0,4.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,283.0,0.0,1.0,5.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.2985,0.0,3.0,3.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,284.0,0.0,1.0,6.0,0.0,4.0,1.0,1.0,0.12,0.1515,0.54,0.1343,0.0,28.0,28.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,285.0,0.0,1.0,7.0,0.0,4.0,1.0,1.0,0.12,0.1515,0.54,0.1343,0.0,72.0,72.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,286.0,0.0,1.0,8.0,0.0,4.0,1.0,1.0,0.14,0.1364,0.5,0.194,5.0,197.0,202.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,287.0,0.0,1.0,9.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.3284,2.0,137.0,139.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,288.0,0.0,1.0,10.0,0.0,4.0,1.0,2.0,0.16,0.1364,0.5,0.3582,2.0,36.0,38.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,289.0,0.0,1.0,11.0,0.0,4.0,1.0,2.0,0.2,0.1667,0.44,0.4478,4.0,33.0,37.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,290.0,0.0,1.0,12.0,0.0,4.0,1.0,1.0,0.2,0.1667,0.44,0.4179,3.0,49.0,52.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,291.0,0.0,1.0,13.0,0.0,4.0,1.0,1.0,0.22,0.197,0.41,0.4478,2.0,81.0,83.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,292.0,0.0,1.0,14.0,0.0,4.0,1.0,1.0,0.22,0.197,0.41,0.3881,3.0,39.0,42.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,293.0,0.0,1.0,15.0,0.0,4.0,1.0,1.0,0.24,0.2121,0.38,0.2985,5.0,55.0,60.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,294.0,0.0,1.0,16.0,0.0,4.0,1.0,1.0,0.24,0.2121,0.38,0.3582,2.0,76.0,78.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,295.0,0.0,1.0,17.0,0.0,4.0,1.0,1.0,0.2,0.1818,0.4,0.2836,4.0,158.0,162.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,296.0,0.0,1.0,18.0,0.0,4.0,1.0,1.0,0.2,0.1818,0.4,0.3284,3.0,141.0,144.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,297.0,0.0,1.0,19.0,0.0,4.0,1.0,1.0,0.16,0.1515,0.47,0.2537,1.0,98.0,99.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,298.0,0.0,1.0,20.0,0.0,4.0,1.0,1.0,0.16,0.1515,0.47,0.2239,0.0,64.0,64.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,299.0,0.0,1.0,21.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.46,0.2985,0.0,40.0,40.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,300.0,0.0,1.0,22.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.46,0.3284,0.0,30.0,30.0
13,2011-01-13,1,0,1,0,5,0,1,0.5,0.5,0.6,0.1,200,800,1000,12,301.0,0.0,1.0,23.0,0.0,4.0,1.0,1.0,0.12,0.1364,0.5,0.194,1.0,14.0,15.0
14,2011-01-14,2,1,2,1,6,1,2,0.5,0.5,0.6,0.1,200,800,1000,13,,,,,,,,,,,,,,,
15,2011-01-15,3,0,3,0,0,0,3,0.5,0.5,0.6,0.1,200,800,1000,14,,,,,,,,,,,,,,,
16,2011-01-16,4,1,4,1,1,1,1,0.5,0.5,0.6,0.1,200,800,1000,15,,,,,,,,,,,,,,,
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,373.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.2,0.197,0.47,0.2239,1.0,16.0,17.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,374.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.2,0.197,0.44,0.194,1.0,15.0,16.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,375.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.18,0.1667,0.43,0.2537,0.0,8.0,8.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,376.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.18,0.1818,0.43,0.194,0.0,2.0,2.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,377.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,0.18,0.197,0.43,0.1343,1.0,2.0,3.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,378.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,0.18,0.197,0.43,0.1642,0.0,1.0,1.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,379.0,0.0,1.0,6.0,1.0,1.0,0.0,2.0,0.18,0.1818,0.43,0.194,0.0,5.0,5.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,380.0,0.0,1.0,7.0,1.0,1.0,0.0,2.0,0.16,0.1818,0.5,0.1343,4.0,9.0,13.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,381.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.47,0.2239,3.0,30.0,33.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,382.0,0.0,1.0,9.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.47,0.2239,8.0,39.0,47.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,383.0,0.0,1.0,10.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.5,0.2537,7.0,50.0,57.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,384.0,0.0,1.0,11.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.55,0.194,9.0,55.0,64.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,385.0,0.0,1.0,12.0,1.0,1.0,0.0,2.0,0.18,0.197,0.47,0.1343,10.0,70.0,80.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,386.0,0.0,1.0,13.0,1.0,1.0,0.0,2.0,0.18,0.197,0.47,0.1343,13.0,80.0,93.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,387.0,0.0,1.0,14.0,1.0,1.0,0.0,2.0,0.18,0.2121,0.43,0.1045,12.0,74.0,86.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,388.0,0.0,1.0,15.0,1.0,1.0,0.0,2.0,0.2,0.2121,0.47,0.1642,21.0,72.0,93.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,389.0,0.0,1.0,16.0,1.0,1.0,0.0,2.0,0.2,0.2121,0.47,0.1642,6.0,76.0,82.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,390.0,0.0,1.0,17.0,1.0,1.0,0.0,1.0,0.2,0.197,0.51,0.194,4.0,67.0,71.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,391.0,0.0,1.0,18.0,1.0,1.0,0.0,2.0,0.18,0.1667,0.55,0.2537,7.0,85.0,92.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,392.0,0.0,1.0,19.0,1.0,1.0,0.0,3.0,0.18,0.1818,0.59,0.194,2.0,58.0,60.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,393.0,0.0,1.0,20.0,1.0,1.0,0.0,3.0,0.16,0.1515,0.8,0.194,4.0,29.0,33.0
17,2011-01-17,1,0,5,0,2,0,2,0.5,0.5,0.6,0.1,200,800,1000,16,394.0,0.0,1.0,21.0,1.0,1.0,0.0,3.0,0.16,0.1515,0.8,0.194,3.0,24.0,27.0
